window_id,mean_acc,std_acc,max_acc,mean_gyro,std_gyro,label
0,1.0346978752684601,0.6096701133947025,2.619903378755306,0.0739006196293224,0.0438919437283702,NORMAL
1,1.476754542499751,0.7128511349676706,3.6674218113052146,0.13959846063050696,0.0901906904150378,NORMAL
2,1.3019074308843812,0.6981074157140182,3.6898886905433095,0.12420931625896751,0.06879118963896835,NORMAL
3,1.103677646209582,0.5737899892856914,3.1902034678125486,0.09061935756857724,0.06851609749248773,NORMAL
4,1.3655301808294964,0.6860972246132597,3.616090128254734,0.10619277164739302,0.06829220170351011,NORMAL
5,1.2391223073377124,0.7193497538301532,3.4722414285605896,0.09647468086184535,0.07075011045315194,NORMAL
6,0.9679273726974088,0.48248746321441544,2.4343285730261357,0.07541452012467896,0.05161446021362233,NORMAL
7,1.3033971860751365,0.6320727181325689,3.435019947018132,0.08312193456355851,0.04778848910513806,NORMAL
8,1.2922990848319904,0.7809786965822457,5.072639740570566,0.12977863903004308,0.09255690292223452,NORMAL
9,1.025949482657974,0.4493585368737692,2.1300054111794187,0.09449236588894826,0.07031742998768886,NORMAL
10,1.1795696267507483,0.5871812264598726,2.961739349637219,0.14401984040782193,0.13371469828297045,NORMAL
11,1.5265537229641586,0.8768108123661909,3.945165584324411,0.2821779394752397,0.1854789797190986,NORMAL
12,1.2573971906960528,0.740119727994404,3.7557160299883483,0.132117075785486,0.14098580504717834,NORMAL
13,1.4089664466699814,0.5803249990443936,2.913526988634231,0.1026824660974948,0.08317600692378167,NORMAL
14,1.6738672460116417,1.0917899121929295,5.647902231229607,0.1865345692403614,0.1506292020886355,NORMAL
15,1.3658416584515305,0.5644896893255288,3.0617235476658533,0.10501724647409436,0.06334723088982934,NORMAL
16,1.1494803207142883,0.4874761380362018,2.4979188910536227,0.07709817818917754,0.04121549499532037,NORMAL
17,1.5451818225691831,0.868237659621911,3.6475154396219756,0.10848608013245235,0.10853050599891997,NORMAL
18,1.6578445930197199,0.8884375703419717,4.094973079256378,0.10493746956680598,0.06863187188013753,NORMAL
19,1.3210183360053227,0.8258652707401135,4.0393450397993185,0.10342692263813234,0.045423788791792125,NORMAL
20,1.5565823212344196,0.817900356918756,3.534693387105051,0.13388076516537975,0.08534292621773829,NORMAL
21,1.6522527044599888,0.7875958171809944,4.978785822809854,0.14343561353549267,0.07253753681012982,NORMAL
22,1.2170438241758397,0.5361999582901449,2.626620774390679,0.09529989400072904,0.054433440896442406,NORMAL
23,1.585344837888943,0.7748156369842549,3.368310029791737,0.30958307270863455,0.2901472813107703,NORMAL
24,1.656240160950966,1.0663594790225033,5.769525095897639,0.16553544168910786,0.2179541791566654,AGGRESSIVE
25,2.365558184486763,1.1952972977212468,4.622087954854122,0.17459524667423384,0.1283183382908288,AGGRESSIVE
26,1.996818694974315,1.285676029760269,7.451245986701771,0.1289594146087958,0.06836182820190796,AGGRESSIVE
27,1.5514729256425912,0.9404022631369597,4.919790658825159,0.10896021444528475,0.05918249462546559,AGGRESSIVE
28,1.4520259506595852,0.8183685642451696,3.5012022871900665,0.11388054843658553,0.1572465843241595,AGGRESSIVE
29,1.8912429414032734,0.7842161669243236,4.197182038429646,0.13716986885157426,0.11328061674536273,AGGRESSIVE
30,1.4908929191604308,0.8866890467423059,5.328183307853958,0.08441288515644597,0.05559526381617167,AGGRESSIVE
31,1.5666236565982765,0.7631490032984396,4.011126397035905,0.13618890646402096,0.08696130607724083,AGGRESSIVE
32,1.4428267094999219,0.8425164430120226,4.271285462151332,0.1392622389270886,0.14618416917154733,AGGRESSIVE
33,1.3924817613524838,0.6198190941359133,3.3032243081217496,0.06937750289339702,0.05177890094673571,AGGRESSIVE
34,1.2864809748148565,0.723264672753956,3.468172702678846,0.11218241625227318,0.07824895911806547,AGGRESSIVE
35,1.5907461259953297,0.9342540457514936,5.061851055512283,0.27211411281639003,0.20383907205713286,AGGRESSIVE
36,1.8439237481925865,1.1234484982175033,5.40577355136399,0.1699526792735865,0.12177742117640444,AGGRESSIVE
37,2.0732396887505606,0.7540318676676633,3.9570085636521046,0.13250509680760345,0.11177085633129293,AGGRESSIVE
38,1.8642731859315382,0.9980190725580016,5.057831885189783,0.161882280980738,0.1384329103900647,AGGRESSIVE
39,1.630111031586874,0.822544114063277,4.096020851907954,0.14690588137407448,0.09274200317379255,AGGRESSIVE
40,1.6231486868148914,0.8344838740579923,4.214290192606767,0.12781448788363023,0.09241846930133618,AGGRESSIVE
41,1.7574975728352924,0.8798812181049724,4.378290559533548,0.1474140909488623,0.09604783465882803,AGGRESSIVE
42,2.0599242265528543,0.8059797399807657,3.8633617808526814,0.13248025403273408,0.07828966869870976,AGGRESSIVE
43,2.4648995642970686,1.1308665742753996,5.0435423486452065,0.1733933968966201,0.09417543872323132,AGGRESSIVE
44,2.2173382848381022,1.2662791617796587,5.047085656156511,0.1718497964797237,0.08589140217370984,AGGRESSIVE
45,1.7193673927543767,0.8239470263196632,3.507479994054778,0.14031049859709613,0.09393971147537489,AGGRESSIVE
